t1,t2,similarity
109556,109557,1.0
33743,33744,1.0
139306,139307,1.0
105618,105619,1.0
28755,28756,1.0
61503,61504,1.0
130218,130219,1.0
180776,180777,1.0
69512,69513,1.0
30584,30585,1.0
59256,59257,1.0
95597,95598,1.0
130686,130687,1.0
88581,88582,1.0
72135,72136,1.0
89524,89525,1.0
157724,157725,1.0
117065,117066,1.0
136667,136668,1.0
74305,74306,1.0
189031,189032,1.0
93737,93738,1.0
63847,63848,1.0
136667,136668,1.0
117619,117620,1.0
78498,78499,1.0
90783,90784,1.0
7175,7176,1.0
122856,122857,1.0
184800,184801,1.0
37146,37147,1.0
44569,44570,1.0
39000,39001,1.0
65340,65341,1.0
90076,90077,1.0
184980,184981,1.0
27028,27029,1.0
57161,57162,1.0
84921,84922,1.0
82222,82223,1.0
30771,30772,1.0
167556,167557,1.0
53304,53305,1.0
84921,84922,1.0
144989,144990,1.0
7181,7182,1.0
124634,124635,1.0
10386,10387,1.0
34973,34974,1.0
74104,74105,1.0
68593,68594,1.0
174556,174557,1.0
76204,76205,1.0
150043,150044,1.0
138724,138725,1.0
36982,36983,1.0
12711,12712,1.0
109556,109557,1.0
1609,1610,1.0
30823,30824,1.0
21091,21092,1.0
40976,40977,1.0
14719,14720,1.0
58287,58288,1.0
36885,36886,1.0
9485,9486,1.0
96505,96506,1.0
41771,41772,1.0
41771,41772,1.0
85313,85314,1.0
4737,4738,1.0
37332,37333,1.0
104384,104385,1.0
62528,62529,1.0
24466,24467,1.0
60952,60953,1.0
43407,43408,1.0
31186,31187,1.0
167256,167257,1.0
107272,107273,1.0
124871,124872,1.0
58408,58409,1.0
87585,87586,1.0
120219,120220,1.0
167176,167177,1.0
182010,182011,1.0
43563,43564,1.0
87714,87715,1.0
65734,65735,1.0
47754,47755,1.0
85643,85644,1.0
142939,142940,1.0
163828,163829,1.0
114553,114554,1.0
30823,30824,1.0
137178,137179,1.0
117148,117149,1.0
126316,126317,1.0
48142,48143,1.0
55865,55866,1.0
62418,62419,1.0
81580,81581,1.0
29009,29010,1.0
135681,135682,1.0
33340,33341,1.0
178077,178078,1.0
9086,9087,1.0
56047,56048,1.0
3394,3395,1.0
38114,38115,1.0
105739,105740,1.0
92655,92656,1.0
149137,149138,1.0
53454,53455,1.0
168829,168830,1.0
142939,142940,1.0
9485,9486,1.0
2896,2897,1.0
90076,90077,1.0
93319,93320,1.0
102987,102988,1.0
143470,143471,1.0
167176,167177,1.0
82635,82636,1.0
139174,139175,1.0
1851,1852,1.0
12555,12556,1.0
88380,88381,1.0
27529,27530,1.0
106756,106757,1.0
176710,176711,1.0
74317,74318,1.0
78554,78555,1.0
126316,126317,1.0
149705,149706,1.0
56859,56860,1.0
183395,183396,1.0
136786,136787,1.0
10283,10284,1.0
167031,167032,1.0
6011,6012,1.0
178650,178651,1.0
162796,162797,1.0
121442,121443,1.0
93582,93583,1.0
27028,27029,1.0
28697,28698,1.0
30823,30824,1.0
78124,78125,1.0
56665,56666,1.0
78302,78303,1.0
6441,6442,1.0
24466,24467,1.0
115707,115708,1.0
116590,116591,1.0
103240,103241,1.0
10609,10610,1.0
46736,46737,1.0
115707,115708,1.0
178200,178201,1.0
137434,137435,1.0
67144,67145,1.0
32132,32133,1.0
20138,20139,1.0
65113,65114,1.0
140958,140959,1.0
31165,31166,1.0
16780,16781,1.0
93319,93320,1.0
89750,89751,1.0
55865,55866,1.0
160866,160867,1.0
86104,86105,1.0
76167,76168,1.0
38114,38115,1.0
150511,150512,1.0
64706,64707,1.0
7181,7182,1.0
65479,65480,1.0
34684,34685,1.0
71485,71486,1.0
26501,26502,1.0
59256,59257,1.0
43563,43564,1.0
35743,35744,1.0
120198,120199,1.0
81580,81581,1.0
169425,169426,1.0
27435,27436,1.0
134931,134932,1.0
176016,176017,1.0
174556,174557,1.0
71984,71985,1.0
56486,56487,1.0
83486,83487,1.0
128786,128787,1.0
93803,93804,1.0
101929,101930,1.0
33340,33341,1.0
56859,56860,1.0
83189,83190,1.0
180776,180777,1.0
124034,124035,1.0
185818,185819,1.0
48079,48080,1.0
18375,18376,1.0
7903,7904,1.0
132727,132728,1.0
109344,109345,1.0
11238,11239,1.0
4737,4738,1.0
132391,132392,1.0
42359,42360,1.0
39301,39302,1.0
179302,179303,1.0
27435,27436,1.0
93803,93804,1.0
134454,134455,1.0
55809,55810,1.0
86054,86055,1.0
46670,46671,1.0
117384,117385,1.0
74305,74306,1.0
162796,162797,1.0
27529,27530,1.0
9936,9937,1.0
58578,58579,1.0
123889,123890,1.0
64595,64596,1.0
40497,40498,1.0
132727,132728,1.0
48142,48143,1.0
95085,95086,1.0
433,434,1.0
125609,125610,1.0
123611,123612,1.0
106756,106757,1.0
176506,176507,1.0
40101,40102,1.0
24403,24404,1.0
72135,72136,1.0
174072,174073,1.0
57181,57182,1.0
74104,74105,1.0
89420,89421,1.0
123611,123612,1.0
87287,87288,1.0
163974,163975,1.0
125329,125330,1.0
433,434,1.0
83189,83190,1.0
74102,74103,1.0
50966,50967,1.0
95597,95598,1.0
116590,116591,1.0
112747,112748,1.0
121404,121405,1.0
48869,48870,1.0
6937,6938,1.0
97646,97647,1.0
17725,17726,1.0
153727,153728,1.0
77131,77132,1.0
57451,57452,1.0
183399,183400,1.0
142871,142872,1.0
125032,125033,1.0
2896,2897,1.0
2345,2346,1.0
14719,14720,1.0
34470,34471,1.0
72881,72882,1.0
87584,87585,1.0
58123,58124,1.0
25393,25394,1.0
112195,112196,1.0
33743,33744,1.0
153727,153728,1.0
21943,21944,1.0
1646,1647,1.0
69519,69520,1.0
22532,22533,1.0
8946,8947,1.0
51133,51134,1.0
10142,10143,1.0
27671,27672,1.0
123685,123686,1.0
146319,146320,1.0
117405,117406,1.0
144117,144118,1.0
189511,189512,1.0
157329,157330,1.0
184980,184981,1.0
83189,83190,1.0
65552,65553,1.0
91647,91648,1.0
123611,123612,1.0
27065,27066,1.0
40497,40498,1.0
9936,9937,1.0
44721,44722,1.0
163828,163829,1.0
137297,137298,1.0
104331,104332,1.0
10386,10387,1.0
172811,172812,1.0
105739,105740,1.0
161591,161592,1.0
22192,22193,1.0
49822,49823,1.0
130218,130219,1.0
368,369,1.0
14719,14720,1.0
144989,144990,1.0
146180,146181,1.0
144119,144120,1.0
102913,102914,1.0
27435,27436,1.0
142871,142872,1.0
132053,132054,1.0
174556,174557,1.0
167031,167032,1.0
25393,25394,1.0
44721,44722,1.0
125032,125033,1.0
119633,119634,1.0
136129,136130,1.0
176987,176988,1.0
95597,95598,1.0
33327,33328,1.0
119288,119289,1.0
24466,24467,1.0
4392,4393,1.0
80015,80016,1.0
189511,189512,1.0
65340,65341,1.0
9936,9937,1.0
4382,4383,1.0
56221,56222,1.0
3078,3079,1.0
38381,38382,1.0
24403,24404,1.0
64819,64820,1.0
72211,72212,1.0
79803,79804,1.0
6012,6013,1.0
87287,87288,1.0
74104,74105,1.0
46159,46160,1.0
20272,20273,1.0
176987,176988,1.0
125231,125232,1.0
186812,186813,1.0
53304,53305,1.0
144117,144118,1.0
6441,6442,1.0
78905,78906,1.0
34470,34471,1.0
54808,54809,1.0
11194,11195,1.0
183011,183012,1.0
12711,12712,1.0
3394,3395,1.0
134454,134455,1.0
1547,1548,1.0
57161,57162,1.0
2046,2047,1.0
149536,149537,1.0
181389,181390,1.0
188225,188226,1.0
97646,97647,1.0
185507,185508,1.0
87585,87586,1.0
109875,109876,1.0
11238,11239,1.0
97619,97620,1.0
178138,178139,1.0
11194,11195,1.0
20300,20301,1.0
53304,53305,1.0
33340,33341,1.0
78992,78993,1.0
9485,9486,1.0
166952,166953,1.0
102912,102913,1.0
129172,129173,1.0
77663,77664,1.0
97646,97647,1.0
87709,87710,1.0
6012,6013,1.0
92088,92089,1.0
74104,74105,1.0
53454,53455,1.0
158613,158614,1.0
368,369,1.0
79607,79608,1.0
4382,4383,1.0
19678,19679,1.0
120548,120549,1.0
40497,40498,1.0
87709,87710,1.0
64540,64541,1.0
163724,163725,1.0
179302,179303,1.0
6348,6349,1.0
21246,21247,1.0
107878,107879,1.0
39803,39804,1.0
88380,88381,1.0
36982,36983,1.0
76206,76207,1.0
116970,116971,1.0
179604,179605,1.0
123890,123891,1.0
103277,103278,1.0
9485,9486,1.0
76393,76394,1.0
75022,75023,1.0
40880,40881,1.0
93802,93803,1.0
178650,178651,1.0
72330,72331,1.0
123890,123891,1.0
46203,46204,1.0
71060,71061,1.0
189031,189032,1.0
108826,108827,1.0
109344,109345,1.0
163974,163975,1.0
105739,105740,1.0
87714,87715,1.0
36982,36983,1.0
65340,65341,1.0
74102,74103,1.0
133761,133762,1.0
40880,40881,1.0
79607,79608,1.0
78124,78125,1.0
122856,122857,1.0
37982,37983,1.0
34973,34974,1.0
64819,64820,1.0
124721,124722,1.0
147724,147725,1.0
48869,48870,1.0
26939,26940,1.0
39484,39485,1.0
73579,73580,1.0
76393,76394,1.0
58287,58288,1.0
82635,82636,1.0
139790,139791,1.0
161787,161788,1.0
183003,183004,1.0
95085,95086,1.0
165542,165543,1.0
89750,89751,1.0
174072,174073,1.0
125706,125707,1.0
170528,170529,1.0
62490,62491,1.0
34706,34707,1.0
139415,139416,1.0
146319,146320,1.0
28755,28756,1.0
27671,27672,1.0
78124,78125,1.0
97138,97139,1.0
169425,169426,1.0
102737,102738,1.0
62121,62122,1.0
113887,113888,1.0
265,266,1.0
178077,178078,1.0
124721,124722,1.0
103533,103534,1.0
122309,122310,1.0
30265,30266,1.0
25256,25257,1.0
115771,115772,1.0
149211,149212,1.0
265,266,1.0
162796,162797,1.0
187429,187430,1.0
43045,43046,1.0
144119,144120,1.0
116224,116225,1.0
150937,150938,1.0
32132,32133,1.0
6011,6012,1.0
89420,89421,1.0
104384,104385,1.0
79106,79107,1.0
181389,181390,1.0
65552,65553,1.0
103240,103241,1.0
117148,117149,1.0
175343,175344,1.0
119467,119468,1.0
122309,122310,1.0
62418,62419,1.0
125825,125826,1.0
100432,100433,1.0
168829,168830,1.0
178200,178201,1.0
2002,2003,1.0
181389,181390,1.0
76204,76205,1.0
125032,125033,1.0
28697,28698,1.0
151964,151965,1.0
41660,41661,1.0
21943,21944,1.0
13953,13954,1.0
101929,101930,1.0
21091,21092,1.0
65552,65553,1.0
117148,117149,1.0
159940,159941,1.0
81159,81160,1.0
157329,157330,1.0
120198,120199,1.0
182132,182133,1.0
137434,137435,1.0
167003,167004,1.0
182397,182398,1.0
68593,68594,1.0
178077,178078,1.0
8946,8947,1.0
82446,82447,1.0
58408,58409,1.0
176506,176507,1.0
102912,102913,1.0
85313,85314,1.0
13036,13037,1.0
2345,2346,1.0
124034,124035,1.0
96505,96506,1.0
87709,87710,1.0
40388,40389,1.0
68593,68594,1.0
176016,176017,1.0
48571,48572,1.0
188075,188076,1.0
109675,109676,1.0
100432,100433,1.0
73579,73580,1.0
25231,25232,1.0
157724,157725,1.0
16250,16251,1.0
65734,65735,1.0
146994,146995,1.0
30584,30585,1.0
40976,40977,1.0
32132,32133,1.0
167256,167257,1.0
20272,20273,1.0
79803,79804,1.0
3078,3079,1.0
34470,34471,1.0
159923,159924,1.0
20272,20273,1.0
72211,72212,1.0
147732,147733,1.0
42359,42360,1.0
93802,93803,1.0
37982,37983,1.0
125420,125421,1.0
121774,121775,1.0
37146,37147,1.0
46670,46671,1.0
265,266,1.0
186025,186026,1.0
63847,63848,1.0
27065,27066,1.0
161591,161592,1.0
125898,125899,1.0
20300,20301,1.0
189264,189265,1.0
16250,16251,1.0
50966,50967,1.0
56665,56666,1.0
67144,67145,1.0
19762,19763,1.0
55865,55866,1.0
140162,140163,1.0
97093,97094,1.0
44765,44766,1.0
170748,170749,1.0
19479,19480,1.0
94668,94669,1.0
182010,182011,1.0
4384,4385,1.0
61418,61419,1.0
117384,117385,1.0
119394,119395,1.0
103533,103534,1.0
9762,9763,1.0
73579,73580,1.0
167003,167004,1.0
189031,189032,1.0
123611,123612,1.0
433,434,1.0
67144,67145,1.0
48079,48080,1.0
139730,139731,1.0
160503,160504,1.0
56047,56048,1.0
22077,22078,1.0
183028,183029,1.0
2020,2021,1.0
34102,34103,1.0
120219,120220,1.0
137434,137435,1.0
127820,127821,1.0
134746,134747,1.0
117405,117406,1.0
129172,129173,1.0
36901,36902,1.0
172868,172869,1.0
37146,37147,1.0
25284,25285,1.0
103670,103671,1.0
97453,97454,1.0
6937,6938,1.0
263,264,1.0
147394,147395,1.0
124893,124894,1.0
79106,79107,1.0
161787,161788,1.0
17725,17726,1.0
107323,107324,1.0
144117,144118,1.0
42350,42351,1.0
167256,167257,1.0
31878,31879,1.0
91647,91648,1.0
138809,138810,1.0
36366,36367,1.0
149705,149706,1.0
70223,70224,1.0
9762,9763,1.0
19479,19480,1.0
125388,125389,1.0
7903,7904,1.0
128786,128787,1.0
161276,161277,1.0
105618,105619,1.0
94662,94663,1.0
52374,52375,1.0
55809,55810,1.0
90404,90405,1.0
44569,44570,1.0
38514,38515,1.0
135681,135682,1.0
173550,173551,1.0
1646,1647,1.0
79607,79608,1.0
7903,7904,1.0
130218,130219,1.0
8470,8471,1.0
17649,17650,1.0
31622,31623,1.0
57021,57022,1.0
70651,70652,1.0
179604,179605,1.0
58287,58288,1.0
139424,139425,1.0
1063,1064,1.0
37663,37664,1.0
21943,21944,1.0
151964,151965,1.0
125231,125232,1.0
87287,87288,1.0
40587,40588,1.0
178200,178201,1.0
136265,136266,1.0
87714,87715,1.0
134931,134932,1.0
67179,67180,1.0
65113,65114,1.0
123889,123890,1.0
43730,43731,1.0
151964,151965,1.0
30265,30266,1.0
6937,6938,1.0
91512,91513,1.0
185818,185819,1.0
184980,184981,1.0
142735,142736,1.0
114553,114554,1.0
93366,93367,1.0
61563,61564,1.0
180776,180777,1.0
163264,163265,1.0
147724,147725,1.0
40587,40588,1.0
61418,61419,1.0
137102,137103,1.0
132053,132054,1.0
14062,14063,1.0
105559,105560,1.0
27529,27530,1.0
37422,37423,1.0
91839,91840,1.0
57021,57022,1.0
69519,69520,1.0
61563,61564,1.0
71060,71061,1.0
81580,81581,1.0
177786,177787,1.0
102913,102914,1.0
79106,79107,1.0
178240,178241,1.0
107272,107273,1.0
22442,22443,1.0
177809,177810,1.0
116682,116683,1.0
108826,108827,1.0
36366,36367,1.0
71984,71985,1.0
139423,139424,1.0
166952,166953,1.0
64819,64820,1.0
1547,1548,1.0
97203,97204,1.0
47230,47231,1.0
31878,31879,1.0
57716,57717,1.0
108229,108230,1.0
71500,71501,1.0
167556,167557,1.0
32127,32128,1.0
63847,63848,1.0
113887,113888,1.0
61503,61504,1.0
72881,72882,1.0
162796,162797,1.0
2002,2003,1.0
186812,186813,1.0
20897,20898,1.0
40101,40102,1.0
2046,2047,1.0
176987,176988,1.0
136129,136130,1.0
139423,139424,1.0
76206,76207,1.0
76204,76205,1.0
87585,87586,1.0
1445,1446,1.0
62529,62530,1.0
59977,59978,1.0
62529,62530,1.0
78124,78125,1.0
55809,55810,1.0
96505,96506,1.0
139424,139425,1.0
46670,46671,1.0
27926,27927,1.0
107323,107324,1.0
47230,47231,1.0
125329,125330,1.0
37663,37664,1.0
180692,180693,1.0
147394,147395,1.0
16250,16251,1.0
52374,52375,1.0
138724,138725,1.0
161591,161592,1.0
88646,88647,1.0
12555,12556,1.0
37146,37147,1.0
25256,25257,1.0
16980,16981,1.0
77131,77132,1.0
182132,182133,1.0
185930,185931,1.0
43563,43564,1.0
157963,157964,1.0
121176,121177,1.0
4384,4385,1.0
91647,91648,1.0
61418,61419,1.0
76393,76394,1.0
87584,87585,1.0
118471,118472,1.0
139174,139175,1.0
43730,43731,1.0
137539,137540,1.0
179302,179303,1.0
93357,93358,1.0
38646,38647,1.0
6937,6938,1.0
39484,39485,1.0
146994,146995,1.0
127170,127171,1.0
166577,166578,1.0
28755,28756,1.0
119467,119468,1.0
49822,49823,1.0
112195,112196,1.0
2875,2876,1.0
61503,61504,1.0
74317,74318,1.0
43563,43564,1.0
139415,139416,1.0
132391,132392,1.0
172903,172904,1.0
27529,27530,1.0
65479,65480,1.0
7181,7182,1.0
82222,82223,1.0
69519,69520,1.0
52326,52327,1.0
33327,33328,1.0
58408,58409,1.0
90404,90405,1.0
34102,34103,1.0
92655,92656,1.0
128986,128987,1.0
131957,131958,1.0
146994,146995,1.0
39484,39485,1.0
119467,119468,1.0
149137,149138,1.0
139790,139791,1.0
79848,79849,1.0
97453,97454,1.0
147005,147006,1.0
188075,188076,1.0
154314,154315,1.0
81704,81705,1.0
71984,71985,1.0
26939,26940,1.0
33327,33328,1.0
31622,31623,1.0
157600,157601,1.0
77663,77664,1.0
30771,30772,1.0
43407,43408,1.0
87585,87586,1.0
131912,131913,1.0
121404,121405,1.0
170528,170529,1.0
137297,137298,1.0
39803,39804,1.0
70223,70224,1.0
4392,4393,1.0
4384,4385,1.0
41771,41772,1.0
116224,116225,1.0
91512,91513,1.0
115771,115772,1.0
62418,62419,1.0
120548,120549,1.0
112195,112196,1.0
182397,182398,1.0
176987,176988,1.0
56047,56048,1.0
50212,50213,1.0
139306,139307,1.0
131912,131913,1.0
52554,52555,1.0
57161,57162,1.0
73880,73881,1.0
40497,40498,1.0
183011,183012,1.0
58578,58579,1.0
78302,78303,1.0
20642,20643,1.0
179641,179642,1.0
100432,100433,1.0
87287,87288,1.0
57181,57182,1.0
147394,147395,1.0
132391,132392,1.0
11194,11195,1.0
46108,46109,1.0
71898,71899,1.0
40101,40102,1.0
170748,170749,1.0
119633,119634,1.0
178888,178889,1.0
102987,102988,1.0
16833,16834,1.0
123889,123890,1.0
16980,16981,1.0
19762,19763,1.0
48869,48870,1.0
150595,150596,1.0
91952,91953,1.0
167031,167032,1.0
1063,1064,1.0
137102,137103,1.0
179061,179062,1.0
86054,86055,1.0
130686,130687,1.0
31165,31166,1.0
27926,27927,1.0
124034,124035,1.0
161276,161277,1.0
112747,112748,1.0
137178,137179,1.0
13036,13037,1.0
18375,18376,1.0
149441,149442,1.0
37332,37333,1.0
81159,81160,1.0
87584,87585,1.0
79803,79804,1.0
131386,131387,1.0
179641,179642,1.0
77663,77664,1.0
34706,34707,1.0
167556,167557,1.0
56859,56860,1.0
179061,179062,1.0
187050,187051,1.0
26939,26940,1.0
13036,13037,1.0
55865,55866,1.0
176710,176711,1.0
173550,173551,1.0
2087,2088,1.0
27671,27672,1.0
52554,52555,1.0
16833,16834,1.0
97202,97203,1.0
176709,176710,1.0
145313,145314,1.0
109344,109345,1.0
176709,176710,1.0
157724,157725,1.0
159940,159941,1.0
183395,183396,1.0
117065,117066,1.0
53454,53455,1.0
30771,30772,1.0
87709,87710,1.0
163724,163725,1.0
10543,10544,1.0
64819,64820,1.0
143097,143098,1.0
184800,184801,1.0
176709,176710,1.0
33327,33328,1.0
97646,97647,1.0
65113,65114,1.0
184980,184981,1.0
37663,37664,1.0
50966,50967,1.0
117619,117620,1.0
157600,157601,1.0
165542,165543,1.0
56221,56222,1.0
152116,152117,1.0
137297,137298,1.0
38646,38647,1.0
93737,93738,1.0
44765,44766,1.0
135681,135682,1.0
78302,78303,1.0
144186,144187,1.0
121404,121405,1.0
52326,52327,1.0
84996,84997,1.0
178138,178139,1.0
125440,125441,1.0
171213,171214,1.0
93582,93583,1.0
59977,59978,1.0
127945,127946,1.0
138558,138559,1.0
4392,4393,1.0
20138,20139,1.0
107272,107273,1.0
2087,2088,1.0
46159,46160,1.0
31165,31166,1.0
57716,57717,1.0
97619,97620,1.0
78498,78499,1.0
62529,62530,1.0
105618,105619,1.0
44930,44931,1.0
16780,16781,1.0
2087,2088,1.0
62528,62529,1.0
78992,78993,1.0
147006,147007,1.0
19479,19480,1.0
128786,128787,1.0
93357,93358,1.0
89750,89751,1.0
32127,32128,1.0
107922,107923,1.0
113516,113517,1.0
148685,148686,1.0
58287,58288,1.0
2002,2003,1.0
149953,149954,1.0
119288,119289,1.0
153727,153728,1.0
50212,50213,1.0
13953,13954,1.0
46160,46161,1.0
71060,71061,1.0
131957,131958,1.0
20897,20898,1.0
108826,108827,1.0
183028,183029,1.0
28697,28698,1.0
170574,170575,1.0
16833,16834,1.0
103277,103278,1.0
124634,124635,1.0
157963,157964,1.0
154365,154366,1.0
161591,161592,1.0
1851,1852,1.0
47041,47042,1.0
107878,107879,1.0
89420,89421,1.0
78554,78555,1.0
27028,27029,1.0
154365,154366,1.0
16980,16981,1.0
28697,28698,1.0
149953,149954,1.0
47230,47231,1.0
97138,97139,1.0
176506,176507,1.0
107272,107273,1.0
102737,102738,1.0
185507,185508,1.0
134931,134932,1.0
112747,112748,1.0
160866,160867,1.0
2046,2047,1.0
24403,24404,1.0
187050,187051,1.0
149211,149212,1.0
93803,93804,1.0
107922,107923,1.0
36901,36902,1.0
74102,74103,1.0
39803,39804,1.0
13953,13954,1.0
20897,20898,1.0
97453,97454,1.0
14062,14063,1.0
81704,81705,1.0
20138,20139,1.0
34201,34202,1.0
46053,46054,1.0
368,369,1.0
136011,136012,1.0
131386,131387,1.0
154365,154366,1.0
125420,125421,1.0
187429,187430,1.0
150595,150596,1.0
47754,47755,1.0
91952,91953,1.0
92088,92089,1.0
72135,72136,1.0
28505,28506,1.0
78992,78993,1.0
147005,147006,1.0
64540,64541,1.0
150937,150938,1.0
6348,6349,1.0
104331,104332,1.0
67179,67180,1.0
183011,183012,1.0
27708,27709,1.0
74102,74103,1.0
185931,185932,1.0
93582,93583,1.0
55809,55810,1.0
135600,135601,1.0
23812,23813,1.0
167003,167004,1.0
136265,136266,1.0
33743,33744,1.0
178392,178393,1.0
148685,148686,1.0
10609,10610,1.0
56047,56048,1.0
86054,86055,1.0
104331,104332,1.0
108237,108238,1.0
125440,125441,1.0
71984,71985,1.0
62528,62529,1.0
135600,135601,1.0
72330,72331,1.0
72330,72331,1.0
44765,44766,1.0
26501,26502,1.0
149441,149442,1.0
182132,182133,1.0
47754,47755,1.0
2087,2088,1.0
99540,99541,1.0
48571,48572,1.0
120219,120220,1.0
88169,88170,1.0
112747,112748,1.0
174072,174073,1.0
57181,57182,1.0
44930,44931,1.0
93357,93358,1.0
149705,149706,1.0
3394,3395,1.0
44765,44766,1.0
171213,171214,1.0
130686,130687,1.0
159923,159924,1.0
82222,82223,1.0
107323,107324,1.0
170748,170749,1.0
107922,107923,1.0
113516,113517,1.0
87714,87715,1.0
